Timestamp,From Bank,From Account,To Bank,To Account,Amount,Currency,Amount Received,Currency Received,Payment Format,Is Laundering
2022/09/09 13:13,01776,800581180,00531,800652FF0,11016.33,US Dollar,11016.33,US Dollar,ACH,1
2022/09/06 11:36,020,8005E5570,00394,80064A4F0,1315.69,US Dollar,1315.69,US Dollar,ACH,1
2022/09/07 07:15,00394,80064A4F0,01768,800807280,1180.99,Euro,1180.99,Euro,ACH,1
2022/09/06 15:08,012,800603DB0,003,8000F4F30,6588.06,Euro,6588.06,Euro,ACH,1
2022/09/09 08:24,003,8000F4F30,011,800575F00,7315.07,US Dollar,7315.07,US Dollar,ACH,1
2022/09/06 01:59,01595,800774890,008,80009FC90,15677.41,Canadian Dollar,15677.41,Canadian Dollar,ACH,1
2022/09/06 07:45,01595,800774890,020,8002BA9A0,12694.85,US Dollar,12694.85,US Dollar,ACH,1
2022/09/06 10:15,01595,800774890,00531,8003EA620,16960.88,US Dollar,16960.88,US Dollar,ACH,1
2022/09/07 01:52,01595,800774890,01291,800822070,614.29,US Dollar,614.29,US Dollar,ACH,1
2022/09/07 12:32,01595,800774890,00394,8005150D0,3714.47,US Dollar,3714.47,US Dollar,ACH,1
2022/09/07 14:40,01595,800774890,01422,8003CF520,1223.16,US Dollar,1223.16,US Dollar,ACH,1
2022/09/08 13:10,01595,800774890,020,8014FCB10,13992.33,Euro,13992.33,Euro,ACH,1
2022/09/08 20:22,01595,800774890,01231,800231EA0,11767.05,US Dollar,11767.05,US Dollar,ACH,1
2022/09/09 02:59,01595,800774890,020,80011E2A0,2382.82,US Dollar,2382.82,US Dollar,ACH,1
2022/09/09 13:47,01595,800774890,000,800323610,16277.32,Euro,16277.32,Euro,ACH,1
2022/09/09 16:39,01595,800774890,014,800278A90,13155.94,Euro,13155.94,Euro,ACH,1
2022/09/09 20:34,01595,800774890,012,8001744F0,5016.28,US Dollar,5016.28,US Dollar,ACH,1
2022/09/09 21:34,01595,800774890,000,8005F8370,7707.74,Euro,7707.74,Euro,ACH,1
2022/09/06 05:23,020,800E2F720,01231,801572DD0,9457.59,US Dollar,9457.59,US Dollar,ACH,1
2022/09/06 12:10,01231,801572DD0,024070,801ADDA70,7613.27,Euro,7613.27,Euro,ACH,1
2022/09/08 00:18,024070,801ADDA70,01217,800371B40,9748.44,US Dollar,9748.44,US Dollar,ACH,1
2022/09/08 09:58,01217,800371B40,012202,801C5D840,8319.32,Euro,8319.32,Euro,ACH,1
2022/09/08 12:26,012202,801C5D840,003460,801B7CDD0,8053.62,Euro,8053.62,Euro,ACH,1
2022/09/09 09:51,003460,801B7CDD0,011,80068E870,9664.34,US Dollar,9664.34,US Dollar,ACH,1
2022/09/09 13:26,011,80068E870,00498,800806290,8247.55,Euro,8247.55,Euro,ACH,1
2022/09/06 07:08,021566,80114A530,012202,800A6A2C0,2762.22,Euro,2762.22,Euro,ACH,1
2022/09/08 12:38,012202,800A6A2C0,001,801127C90,3211.37,US Dollar,3211.37,US Dollar,ACH,1
2022/09/06 13:36,021566,80114A530,011,80172F140,2156.08,Euro,2156.08,Euro,ACH,1
2022/09/08 15:18,011,80172F140,001,801127C90,2332.66,US Dollar,2332.66,US Dollar,ACH,1
2022/09/06 17:57,021566,80114A530,011222,800B9C540,4172.12,US Dollar,4172.12,US Dollar,ACH,1
2022/09/08 17:54,011222,800B9C540,001,801127C90,5165.44,US Dollar,5165.44,US Dollar,ACH,1
2022/09/06 19:25,021566,80114A530,001439,800C651F0,8081.65,US Dollar,8081.65,US Dollar,ACH,1
2022/09/08 18:31,001439,800C651F0,001,801127C90,7297.29,US Dollar,7297.29,US Dollar,ACH,1
2022/09/07 08:11,021566,80114A530,001390,801C227F0,859.02,Euro,859.02,Euro,ACH,1
2022/09/09 02:39,001390,801C227F0,001,801127C90,1077.38,US Dollar,1077.38,US Dollar,ACH,1
2022/09/07 10:57,021566,80114A530,003460,801C64850,14219.92,Euro,14219.92,Euro,ACH,1
2022/09/09 11:41,003460,801C64850,001,801127C90,16662.67,US Dollar,16662.67,US Dollar,ACH,1
2022/09/07 11:21,021566,80114A530,001126,8007E5E90,4579.89,Euro,4579.89,Euro,ACH,1
2022/09/09 13:53,001126,8007E5E90,001,801127C90,4766.07,US Dollar,4766.07,US Dollar,ACH,1
2022/09/08 01:26,021566,80114A530,022481,8016A5150,3699.82,US Dollar,3699.82,US Dollar,ACH,1
2022/09/09 14:40,022481,8016A5150,001,801127C90,3594.24,US Dollar,3594.24,US Dollar,ACH,1
2022/09/08 05:44,021566,80114A530,022661,8014838E0,13774.21,US Dollar,13774.21,US Dollar,ACH,1
2022/09/09 16:34,022661,8014838E0,001,801127C90,11116.11,US Dollar,11116.11,US Dollar,ACH,1
2022/09/08 08:21,021566,80114A530,011,800456A80,12927.99,Euro,12927.99,Euro,ACH,1
2022/09/10 00:50,011,800456A80,001,801127C90,15148.81,US Dollar,15148.81,US Dollar,ACH,1
2022/09/06 14:16,001439,800D75E30,001889,800D1AB30,2080.10,US Dollar,2080.10,US Dollar,ACH,1
2022/09/07 16:27,001889,800D1AB30,022364,8017F5A30,2196.12,US Dollar,2196.12,US Dollar,ACH,1
2022/09/07 12:25,00349,800148F70,001439,800F3CAF0,15669.15,US Dollar,15669.15,US Dollar,ACH,1
2022/09/10 11:44,001439,800F3CAF0,011,80182C4C0,13372.05,Euro,13372.05,Euro,ACH,1
2022/09/08 08:42,011,8005D3550,02514,800B69360,7009.55,Euro,7009.55,Euro,ACH,1
2022/09/09 18:38,02514,800B69360,014640,802150A00,7270.36,Euro,7270.36,Euro,ACH,1
2022/09/08 06:17,020,801752F10,001277,801452500,3941.52,US Dollar,3941.52,US Dollar,ACH,1
2022/09/09 19:38,001277,801452500,002293,801A92210,3363.69,Euro,3363.69,Euro,ACH,1
2022/09/08 06:32,024643,801ECDC90,020,800105270,2933.79,US Dollar,2933.79,US Dollar,ACH,1
2022/09/09 06:15,020,800105270,0224,800B78820,3074.97,US Dollar,3074.97,US Dollar,ACH,1
2022/09/07 17:43,003,801B36280,020,8008EE160,19134.16,US Dollar,19134.16,US Dollar,ACH,1
2022/09/08 04:47,020,8008EE160,01217,800951FF0,20515.99,US Dollar,20515.99,US Dollar,ACH,1
2022/09/08 12:05,00498,8004396F0,014195,801AA8370,15568.89,Euro,15568.89,Euro,ACH,1
2022/09/10 18:43,014195,801AA8370,014213,801F03810,15568.89,Euro,15568.89,Euro,ACH,1
2022/09/07 19:16,014172,801A6A220,013125,801A11AA0,11468.06,US Dollar,11468.06,US Dollar,ACH,1
2022/09/09 12:57,013125,801A11AA0,01595,801B8C8C0,9786.57,Euro,9786.57,Euro,ACH,1
2022/09/07 12:25,011046,800682690,012274,80143FE50,68349249.28,Euro,68349249.28,Euro,ACH,1
2022/09/07 16:54,012274,80143FE50,001110,80151E950,75393727.32,US Dollar,75393727.32,US Dollar,ACH,1
2022/09/08 13:07,00423,80197E2B0,01595,801E355A0,10375.05,Euro,10375.05,Euro,ACH,1
2022/09/08 17:16,01595,801E355A0,00531,800610850,11836.32,US Dollar,11836.32,US Dollar,ACH,1
2022/09/06 17:05,02514,800331260,022595,80122D5B0,1887.75,US Dollar,1887.75,US Dollar,ACH,1
2022/09/07 12:17,022595,80122D5B0,001120,8015D6CF0,1824.53,US Dollar,1824.53,US Dollar,ACH,1
2022/09/06 14:36,012,800603DB0,00349,800997340,11022.36,US Dollar,11022.36,US Dollar,ACH,1
2022/09/08 17:24,00349,800997340,01422,8012FC120,12797.79,US Dollar,12797.79,US Dollar,ACH,1
2022/09/06 15:55,012,800603DB0,011314,800D0A810,14542.66,Euro,14542.66,Euro,ACH,1
2022/09/09 00:04,011314,800D0A810,01422,8012FC120,13662.28,US Dollar,13662.28,US Dollar,ACH,1
2022/09/06 18:10,012,800603DB0,02514,800953D80,15392.09,Euro,15392.09,Euro,ACH,1
2022/09/09 02:29,02514,800953D80,01422,8012FC120,18036.20,US Dollar,18036.20,US Dollar,ACH,1
2022/09/06 19:57,012,800603DB0,00425,8003A2B00,8168.16,Euro,8168.16,Euro,ACH,1
2022/09/09 06:57,00425,8003A2B00,01422,8012FC120,9208.97,US Dollar,9208.97,US Dollar,ACH,1
2022/09/07 05:17,012,800603DB0,014,8003A1B10,14925.83,Euro,14925.83,Euro,ACH,1
2022/09/09 13:41,014,8003A1B10,01422,8012FC120,14070.42,US Dollar,14070.42,US Dollar,ACH,1
2022/09/07 06:05,012,800603DB0,014,800973160,11918.46,Euro,11918.46,Euro,ACH,1
2022/09/09 18:58,014,800973160,01422,8012FC120,13965.85,US Dollar,13965.85,US Dollar,ACH,1
2022/09/07 07:33,012,800603DB0,014620,801B1E4E0,7668.34,Euro,7668.34,Euro,ACH,1
2022/09/09 20:35,014620,801B1E4E0,01422,8012FC120,10996.57,US Dollar,10996.57,US Dollar,ACH,1
2022/09/07 13:25,012,800603DB0,011046,801432990,9497.18,US Dollar,9497.18,US Dollar,ACH,1
2022/09/09 22:32,011046,801432990,01422,8012FC120,9497.18,US Dollar,9497.18,US Dollar,ACH,1
2022/09/07 20:51,012,800603DB0,00425,80048EE90,4806.98,Euro,4806.98,Euro,ACH,1
2022/09/10 01:25,00425,80048EE90,01422,8012FC120,6851.65,US Dollar,6851.65,US Dollar,ACH,1
2022/09/08 02:31,012,800603DB0,012386,801605E70,6426.70,Euro,6426.70,Euro,ACH,1
2022/09/10 08:30,012386,801605E70,01422,8012FC120,8933.34,US Dollar,8933.34,US Dollar,ACH,1
2022/09/08 06:06,012,800603DB0,012386,8014DCDA0,12915.47,Euro,12915.47,Euro,ACH,1
2022/09/10 09:36,012386,8014DCDA0,01422,8012FC120,17666.01,US Dollar,17666.01,US Dollar,ACH,1
2022/09/08 07:25,012,800603DB0,001120,800D18910,5743.83,US Dollar,5743.83,US Dollar,ACH,1
2022/09/10 11:28,001120,800D18910,01422,8012FC120,5743.83,US Dollar,5743.83,US Dollar,ACH,1
2022/09/08 08:10,012,800603DB0,014195,801B3F440,8174.13,Euro,8174.13,Euro,ACH,1
2022/09/10 11:40,014195,801B3F440,01422,8012FC120,8057.76,US Dollar,8057.76,US Dollar,ACH,1
2022/09/08 11:02,012,800603DB0,023726,80186AE40,6156.93,Euro,6156.93,Euro,ACH,1
2022/09/10 14:07,023726,80186AE40,01422,8012FC120,6485.49,US Dollar,6485.49,US Dollar,ACH,1
2022/09/08 12:24,012,800603DB0,015355,8020630E0,15424.28,US Dollar,15424.28,US Dollar,ACH,1
2022/09/10 14:56,015355,8020630E0,01422,8012FC120,15424.28,US Dollar,15424.28,US Dollar,ACH,1
2022/09/08 10:47,01595,801C25910,002545,8012557F0,3346.07,US Dollar,3346.07,US Dollar,ACH,1
2022/09/08 07:01,00349,800EBDB50,020,80016A780,17678.42,US Dollar,17678.42,US Dollar,ACH,1
2022/09/07 17:49,00394,8013B1210,01768,801A31080,15281.86,Euro,15281.86,Euro,ACH,1
2022/09/07 16:01,021260,80169D980,01835,8017D3E20,7927.36,Euro,7927.36,Euro,ACH,1
2022/09/06 21:25,01422,801B22C90,000,800F94900,2566.07,Euro,2566.07,Euro,ACH,1
2022/09/06 20:00,0224,8005AB150,0224,80012DC10,1979.42,US Dollar,1979.42,US Dollar,ACH,1
2022/09/08 06:09,00349,801A14180,002557,80082B270,4668.46,Euro,4668.46,Euro,ACH,1
2022/09/06 18:16,01835,800773E80,001812,800E19FA0,16409.88,US Dollar,16409.88,US Dollar,ACH,1
2022/09/06 16:51,012503,8023C3FC0,012063,800C4B600,9071.60,US Dollar,9071.60,US Dollar,ACH,1
2022/09/08 10:09,01422,8004AF0E0,012063,800C4B600,11229.39,US Dollar,11229.39,US Dollar,ACH,1
2022/09/10 13:55,012,800F7B0C0,012063,800C4B600,15721.07,US Dollar,15721.07,US Dollar,ACH,1
2022/09/06 17:02,0141632,80FC3CB30,0016739,807445340,18138.28,US Dollar,18138.28,US Dollar,ACH,1
2022/09/08 03:01,008997,8049AAEF0,0016739,807445340,547362.02,US Dollar,547362.02,US Dollar,ACH,1
2022/09/10 02:26,0053905,813C73E40,0016739,807445340,3608.27,US Dollar,3608.27,US Dollar,ACH,1
2022/09/10 16:25,0130803,80CB9DC40,0016739,807445340,11503.26,US Dollar,11503.26,US Dollar,ACH,1
2022/09/06 20:47,00425,80026A1F0,000,80020DA80,7202.25,Euro,7202.25,Euro,ACH,1
2022/09/07 12:55,000,80020DA80,011,80033DB50,6653.55,Euro,6653.55,Euro,ACH,1
2022/09/07 13:57,011,80033DB50,001126,8018E9800,6236.23,Euro,6236.23,Euro,ACH,1
2022/09/07 14:14,001126,8018E9800,011,8000FA930,7238.53,US Dollar,7238.53,US Dollar,ACH,1
2022/09/07 15:54,011,8000FA930,00531,80035D870,7833.86,US Dollar,7833.86,US Dollar,ACH,1
2022/09/07 17:17,00531,80035D870,0224,80015A7C0,7833.86,US Dollar,7833.86,US Dollar,ACH,1
2022/09/08 09:01,0224,80015A7C0,01639,800391AD0,7833.86,US Dollar,7833.86,US Dollar,ACH,1
2022/09/08 13:58,01639,800391AD0,011,80030D1A0,7833.86,US Dollar,7833.86,US Dollar,ACH,1
2022/09/09 09:56,011,80030D1A0,020,80023C920,6685.41,Euro,6685.41,Euro,ACH,1
2022/09/09 10:03,020,80023C920,01595,8003B46B0,7223.30,Euro,7223.30,Euro,ACH,1
2022/09/09 17:43,01595,8003B46B0,00425,80026A1F0,6901.11,Euro,6901.11,Euro,ACH,1
2022/09/07 06:28,014620,801C5DFB0,01835,8027ECAA0,8206.40,Euro,8206.40,Euro,ACH,1
2022/09/07 04:38,002557,802E9EF70,014640,802E9F160,5985.24,Euro,5985.24,Euro,ACH,1
2022/09/10 16:13,014640,802E9F160,002557,802E9EF70,5251.61,Euro,5251.61,Euro,ACH,1
2022/09/08 15:56,015763,8027CFB20,01595,8027CF930,4882769.43,Euro,4882769.43,Euro,ACH,1
2022/09/10 12:27,01595,8027CF930,015763,8027CFB20,4882769.43,Euro,4882769.43,Euro,ACH,1
2022/09/07 07:49,015461,8026EC1C0,006058,8026EC210,6828.99,Euro,6828.99,Euro,ACH,1
2022/09/09 02:56,006058,8026EC210,015461,8026EC1C0,6872.14,Euro,6872.14,Euro,ACH,1
2022/09/08 06:11,020,800135820,01291,8006C4B70,435909.44,US Dollar,435909.44,US Dollar,ACH,1
2022/09/09 03:01,003,8002A1560,020,80016D940,16630.76,US Dollar,16630.76,US Dollar,ACH,1
2022/09/08 07:50,01422,800365000,011,8003FDF50,2583.33,US Dollar,2583.33,US Dollar,ACH,1
2022/09/09 07:35,00425,80028DD80,020,80012F7C0,13971.28,US Dollar,13971.28,US Dollar,ACH,1
2022/09/09 09:10,012,80064FB90,01291,80024CD50,2722.36,US Dollar,2722.36,US Dollar,ACH,1
2022/09/07 09:31,001,800123020,011047,8005C7EB0,6883.28,US Dollar,6883.28,US Dollar,ACH,1
2022/09/07 10:03,014,8005E1710,011,8001FCBA0,6549.44,US Dollar,6549.44,US Dollar,ACH,1
2022/09/07 12:28,01231,8001C20D0,020,800517350,13407.12,US Dollar,13407.12,US Dollar,ACH,1
2022/09/08 14:23,014,8001A9680,012,8004B7B50,11870.19,US Dollar,11870.19,US Dollar,ACH,1
2022/09/08 08:00,00531,80058BC30,01231,8011F9DE0,6093.53,US Dollar,6093.53,US Dollar,ACH,1
2022/09/07 10:04,01231,8019248E0,001,800121D70,3351.29,US Dollar,3351.29,US Dollar,ACH,1
2022/09/07 17:20,001,800121D70,022031,8011B8BB0,3351.29,US Dollar,3351.29,US Dollar,ACH,1
2022/09/08 11:08,022031,8011B8BB0,00425,8007EF350,2759.23,Euro,2759.23,Euro,ACH,1
2022/09/08 14:20,00425,8007EF350,011265,80084F7D0,3038.65,US Dollar,3038.65,US Dollar,ACH,1
2022/09/10 08:02,011265,80084F7D0,01422,8007561C0,2798.37,US Dollar,2798.37,US Dollar,ACH,1
2022/09/11 05:32,01422,8007561C0,002293,801528160,2372.47,Euro,2372.47,Euro,ACH,1
2022/09/11 07:53,002293,801528160,01231,8019248E0,3009.66,US Dollar,3009.66,US Dollar,ACH,1
2022/09/07 18:22,001,80013FB20,01768,80132F6F0,6056.05,Euro,6056.05,Euro,ACH,1
2022/09/08 13:49,011,8003E4420,000,800ED4BA0,500.17,Euro,500.17,Euro,ACH,1
2022/09/08 14:29,020,8002C0BD0,011495,8009BDC40,8593.71,US Dollar,8593.71,US Dollar,ACH,1
2022/09/08 18:11,01835,8010302D0,00394,800513FF0,11787.64,US Dollar,11787.64,US Dollar,ACH,1
2022/09/07 19:52,011314,800B91B70,020,8002A2280,11614.92,Euro,11614.92,Euro,ACH,1
2022/09/09 10:22,020,8001B9BD0,011,80023F310,6361.44,Euro,6361.44,Euro,ACH,1
2022/09/08 09:11,01291,801122080,011,8006FAD00,3441.19,US Dollar,3441.19,US Dollar,ACH,1
2022/09/07 16:25,01291,8005366A0,012,8002D8CE0,9123.49,US Dollar,9123.49,US Dollar,ACH,1
2022/09/09 10:30,012,8002D8CE0,020,800318E70,7306.11,US Dollar,7306.11,US Dollar,ACH,1
2022/09/08 07:21,01291,8005366A0,0224,80012AAA0,16781.37,US Dollar,16781.37,US Dollar,ACH,1
2022/09/10 07:38,0224,80012AAA0,020,800318E70,14769.13,US Dollar,14769.13,US Dollar,ACH,1
2022/09/08 17:47,01291,8005366A0,020,800874970,6582.87,US Dollar,6582.87,US Dollar,ACH,1
2022/09/11 09:59,020,800874970,020,800318E70,7847.76,US Dollar,7847.76,US Dollar,ACH,1
2022/09/08 19:08,01291,8005366A0,021444,8008D7D50,1178.22,Euro,1178.22,Euro,ACH,1
2022/09/11 11:18,021444,8008D7D50,020,800318E70,1380.62,US Dollar,1380.62,US Dollar,ACH,1
2022/09/07 16:59,021566,80098B320,025400,80219F420,5628.15,Euro,5628.15,Euro,ACH,1
2022/09/08 10:07,024027,801C0D750,025400,80219F420,5375.05,Euro,5375.05,Euro,ACH,1
2022/09/08 13:08,012503,8026DF0A0,025400,80219F420,249262.89,Euro,249262.89,Euro,ACH,1
2022/09/08 16:57,00425,8013A5AB0,025400,80219F420,13866.33,Euro,13866.33,Euro,ACH,1
2022/09/08 18:11,001,80037F7A0,025400,80219F420,3660.34,Euro,3660.34,Euro,ACH,1
2022/09/09 19:13,01231,800615EF0,025400,80219F420,15046.10,Euro,15046.10,Euro,ACH,1
2022/09/09 21:37,021876,801CD01C0,025400,80219F420,9760.69,Euro,9760.69,Euro,ACH,1
2022/09/10 06:19,01231,800F60280,025400,80219F420,7292.46,Euro,7292.46,Euro,ACH,1
2022/09/10 15:24,002196,801E2D0E0,025400,80219F420,1446.40,Euro,1446.40,Euro,ACH,1
2022/09/10 19:14,013125,80242C780,025400,80219F420,10530.96,Euro,10530.96,Euro,ACH,1
2022/09/11 07:57,001439,8015F89F0,025400,80219F420,6406.33,Euro,6406.33,Euro,ACH,1
2022/09/11 15:26,001110,80125AB20,025400,80219F420,6881.60,Euro,6881.60,Euro,ACH,1
2022/09/11 15:38,002196,8015E81D0,025400,80219F420,10164.64,Euro,10164.64,Euro,ACH,1
2022/09/11 04:20,025400,80219F420,02514,8017C7F10,14186.54,Euro,14186.54,Euro,ACH,1
2022/09/12 02:16,025400,80219F420,023726,801ABF000,13658.04,Euro,13658.04,Euro,ACH,1
2022/09/12 11:32,025400,80219F420,001126,8008090A0,8538.91,Euro,8538.91,Euro,ACH,1
2022/09/12 13:42,025400,80219F420,022364,801EB5370,16590.92,US Dollar,16590.92,US Dollar,ACH,1
2022/09/12 22:01,025400,80219F420,01291,800BD1FF0,15210.54,US Dollar,15210.54,US Dollar,ACH,1
2022/09/13 03:40,025400,80219F420,001277,800A25690,2627.13,US Dollar,2627.13,US Dollar,ACH,1
2022/09/13 08:41,025400,80219F420,011046,800C04E00,972.31,US Dollar,972.31,US Dollar,ACH,1
2022/09/14 16:29,025400,80219F420,011437,8017A5790,13159.75,Euro,13159.75,Euro,ACH,1
2022/09/14 18:50,025400,80219F420,0216,8000E1740,56183.94,Saudi Riyal,56183.94,Saudi Riyal,ACH,1
2022/09/14 19:27,025400,80219F420,012,800349C30,18406.44,US Dollar,18406.44,US Dollar,ACH,1
2022/09/14 23:24,025400,80219F420,001126,80239AAB0,14350.82,Euro,14350.82,Euro,ACH,1
2022/09/15 02:14,025400,80219F420,001110,8009A9960,5421.39,US Dollar,5421.39,US Dollar,ACH,1
2022/09/07 18:57,00600,80083DEB0,000,8001C8D20,8850.31,Euro,8850.31,Euro,ACH,1
2022/09/08 12:41,000,8001C8D20,022264,800FDF020,8634.81,Euro,8634.81,Euro,ACH,1
2022/09/08 14:52,022264,800FDF020,005383,8024CFC40,7926.43,Euro,7926.43,Euro,ACH,1
2022/09/08 18:55,005383,8024CFC40,005312,8024C33A0,8343.10,Euro,8343.10,Euro,ACH,1
2022/09/09 16:44,005312,8024C33A0,011314,801D9FC80,8056.66,Euro,8056.66,Euro,ACH,1
2022/09/10 10:01,011314,801D9FC80,013590,8017AD100,7556.29,Euro,7556.29,Euro,ACH,1
2022/09/10 11:19,013590,8017AD100,025307,80267B8B0,8090.13,Euro,8090.13,Euro,ACH,1
2022/09/10 14:17,025307,80267B8B0,000,8017AD1A0,7943.15,Euro,7943.15,Euro,ACH,1
2022/09/10 18:52,000,8017AD1A0,01595,8003B1FD0,7713.70,Euro,7713.70,Euro,ACH,1
2022/09/11 06:36,01595,8003B1FD0,023848,80267BC80,7629.67,Euro,7629.67,Euro,ACH,1
2022/09/07 19:08,025634,80273DE60,00425,80195DD20,52.46,Euro,52.46,Euro,ACH,1
2022/09/09 05:29,00425,80195DD20,025634,80273DE60,698.34,Euro,698.34,Euro,ACH,1
2022/09/07 20:27,00349,800220960,000,80028D7C0,13948.64,Euro,13948.64,Euro,ACH,1
2022/09/09 02:58,00349,800220961,0020,8000E50E1,0.361283,Bitcoin,0.361283,Bitcoin,Bitcoin,1
2022/09/09 10:30,00349,800220960,003,800240400,9729.88,Euro,9729.88,Euro,ACH,1
2022/09/09 18:33,00349,800220960,01422,8006A2FC0,816678677.51,US Dollar,816678677.51,US Dollar,ACH,1
2022/09/09 19:28,00349,800220960,011314,80144EEB0,8722.78,Euro,8722.78,Euro,ACH,1
2022/09/10 18:03,00349,800220960,01217,8001793F0,13345.28,US Dollar,13345.28,US Dollar,ACH,1
2022/09/11 10:09,00349,800220960,011701,800A61DE0,19615.41,US Dollar,19615.41,US Dollar,ACH,1
2022/09/08 14:57,003671,8017D1610,022031,801125C90,320.93,US Dollar,320.93,US Dollar,ACH,1
2022/09/09 19:31,021260,800C1BA00,001126,800E5AB80,15075.02,Euro,15075.02,Euro,ACH,1
2022/09/09 11:02,022435,801B91220,024070,8018FDB30,4829.09,Euro,4829.09,Euro,ACH,1
2022/09/08 16:17,002,8000859E0,022435,8013746E0,17319.30,US Dollar,17319.30,US Dollar,ACH,1
2022/09/08 05:50,01291,80042BEF0,011046,8006ED670,10328.03,US Dollar,10328.03,US Dollar,ACH,1
2022/09/07 22:25,01639,8008C7990,021876,800E7D190,6827.07,Euro,6827.07,Euro,ACH,1
2022/09/09 13:27,002557,80172CF70,011701,8013D6380,17367.92,US Dollar,17367.92,US Dollar,ACH,1
2022/09/08 12:14,01231,8005AD460,00600,801873780,9143.38,Euro,9143.38,Euro,ACH,1
2022/09/08 02:20,012204,8012C9090,02514,800D59EF0,3431.22,Euro,3431.22,Euro,ACH,1
2022/09/08 14:03,001110,801779CA0,01720,801ADF0F0,11358.78,Euro,11358.78,Euro,ACH,1
2022/09/08 13:24,011314,801BE7050,00423,80029A6C0,8392.08,Euro,8392.08,Euro,ACH,1
2022/09/09 03:25,023319,8015D1300,003100,801476500,13610.56,US Dollar,13610.56,US Dollar,ACH,1
2022/09/08 00:08,011255,800ABF890,01639,800B19F00,2264.72,US Dollar,2264.72,US Dollar,ACH,1
2022/09/09 11:38,012,800574180,001390,80151B8A0,4269.42,Euro,4269.42,Euro,ACH,1
2022/09/09 13:05,024643,8022B5500,001277,80085AEB0,11504.46,US Dollar,11504.46,US Dollar,ACH,1
2022/09/08 11:40,00423,8002A79A0,001638,801160C10,10174.88,US Dollar,10174.88,US Dollar,ACH,1
2022/09/09 15:10,01776,801958120,01639,801E91960,8027.45,US Dollar,8027.45,US Dollar,ACH,1
2022/09/08 07:27,022224,8006B4B90,01231,80012A960,9090.23,US Dollar,9090.23,US Dollar,ACH,1
2022/09/09 12:14,011770,800CA2EF0,0224,8002F1750,3863.80,US Dollar,3863.80,US Dollar,ACH,1
2022/09/08 19:37,023726,80187E860,020,8003A5600,1366.66,US Dollar,1366.66,US Dollar,ACH,1
2022/09/08 11:26,020,80058BF30,002293,800EAC4A0,10839.19,Euro,10839.19,Euro,ACH,1
2022/09/08 05:07,001277,80094FAB0,012204,800CF5250,17853.97,US Dollar,17853.97,US Dollar,ACH,1
2022/09/09 08:11,023726,801977E50,020,80054BD30,15918.59,US Dollar,15918.59,US Dollar,ACH,1
2022/09/09 16:13,01291,8009FF320,00600,8003BF0A0,3026.45,Euro,3026.45,Euro,ACH,1
2022/09/09 18:31,011046,800BC2D80,01217,8010D7160,6371.86,US Dollar,6371.86,US Dollar,ACH,1
2022/09/08 03:14,022264,800DC5830,00349,8013EC920,13053.27,US Dollar,13053.27,US Dollar,ACH,1
2022/09/11 17:11,00349,8013EC920,00394,80062BE40,13096.31,US Dollar,13096.31,US Dollar,ACH,1
2022/09/08 14:33,00394,80062BE40,01776,801E648A0,10998.22,Euro,10998.22,Euro,ACH,1
2022/09/10 10:53,01776,801E648A0,011222,8018D3D50,12769.85,US Dollar,12769.85,US Dollar,ACH,1
2022/09/10 18:02,011222,8018D3D50,002175,8019187C0,11942.89,US Dollar,11942.89,US Dollar,ACH,1
2022/09/11 05:14,002175,8019187C0,023041,801231000,11248.66,US Dollar,11248.66,US Dollar,ACH,1
2022/09/08 04:56,011046,8006EFFD0,008106,80C5D62D0,6876.92,US Dollar,6876.92,US Dollar,ACH,1
2022/09/08 17:50,011046,8006EFFD0,0233005,80D036B00,19051.01,US Dollar,19051.01,US Dollar,ACH,1
2022/09/10 09:19,011046,8006EFFD0,027,8029C73E0,26368.60,Yuan,26368.60,Yuan,ACH,1
2022/09/10 14:10,011046,8006EFFD0,024643,8022F3820,13329.77,Euro,13329.77,Euro,ACH,1
2022/09/11 11:12,011046,8006EFFD0,019521,80383E3C0,62254.91,Yuan,62254.91,Yuan,ACH,1
2022/09/11 16:01,011046,8006EFFD0,0015875,80A5277A0,3707.19,US Dollar,3707.19,US Dollar,ACH,1
2022/09/08 06:46,0224,80031E420,020,800211630,12544.36,US Dollar,12544.36,US Dollar,ACH,1
2022/09/09 07:55,020,800211630,011,8001A5690,11578.38,Euro,11578.38,Euro,ACH,1
2022/09/08 08:18,015516,8026EA390,025788,8026EA1A0,15827.88,Euro,15827.88,Euro,ACH,1
2022/09/08 08:25,00600,8016EA8A0,003597,8018CF810,5328.80,US Dollar,5328.80,US Dollar,ACH,1
2022/09/09 15:01,003597,8018CF810,003,800AF7050,4969.59,Euro,4969.59,Euro,ACH,1
2022/09/12 02:38,003,800AF7050,00600,8016EA8A0,5318.57,Euro,5318.57,Euro,ACH,1
2022/09/08 14:26,021876,80158BDC0,022129,8011B4510,16322.80,US Dollar,16322.80,US Dollar,ACH,1
2022/09/09 13:20,022129,8011B4510,01291,8001E4BD0,17775.84,US Dollar,17775.84,US Dollar,ACH,1
2022/09/09 13:51,01291,8001E4BD0,012055,80110E7E0,16418.08,Euro,16418.08,Euro,ACH,1
2022/09/10 21:04,012055,80110E7E0,021876,80158BDC0,16388.15,Euro,16388.15,Euro,ACH,1
2022/09/08 20:42,02860,80090D280,000,801AABFE0,822853.22,Euro,822853.22,Euro,ACH,1
